Data,IP Sorgente,IP Destinazione,Porta Sorgente,Porta Destinazione
2024-09-13 10:18:53,142.250.180.130,172.22.143.39,443,47050,Unkonwn
2024-09-13 10:18:53,142.251.209.1,172.22.143.39,443,55162,Unkonwn
2024-09-13 10:18:53,172.22.143.39,142.250.180.130,47050,443,Unkonwn
2024-09-13 10:18:53,142.250.180.130,172.22.143.39,443,47050,Unkonwn
2024-09-13 10:18:53,142.251.209.1,172.22.143.39,443,55162,Unkonwn
2024-09-13 10:18:53,172.22.143.39,142.250.180.130,47050,443,Unkonwn
2024-09-13 10:18:53,142.250.180.130,172.22.143.39,443,47050,Unkonwn
2024-09-13 10:18:53,142.251.209.1,172.22.143.39,443,55162,Unkonwn
2024-09-13 10:18:53,172.22.143.39,142.250.180.130,47050,443,Unkonwn
2024-09-13 10:18:53,172.22.143.39,142.250.180.130,47050,443,Unkonwn
2024-09-13 10:18:53,172.22.143.39,142.250.180.130,47050,443,Unkonwn
2024-09-13 10:18:53,142.250.180.130,172.22.143.39,443,47050,Unkonwn
2024-09-13 10:18:53,142.251.209.1,172.22.143.39,443,55162,Unkonwn
2024-09-13 10:18:53,172.22.143.39,142.251.209.1,55162,443,Unkonwn
2024-09-13 10:18:53,142.251.209.1,172.22.143.39,443,55162,Unkonwn
2024-09-13 10:18:53,172.22.143.39,142.251.209.1,55162,443,Unkonwn
2024-09-13 10:18:53,142.251.209.1,172.22.143.39,443,55162,Unkonwn
2024-09-13 10:18:53,172.22.143.39,142.251.209.1,55162,443,Unkonwn
2024-09-13 10:18:53,172.22.143.39,142.251.209.1,55162,443,Unkonwn
2024-09-13 10:18:53,172.22.143.39,142.251.209.1,55162,443,Unkonwn
2024-09-13 10:18:53,142.251.209.1,172.22.143.39,443,55162,Unkonwn
2024-09-13 10:18:53,172.22.143.39,142.251.209.3,39736,443,Unkonwn
2024-09-13 10:18:53,142.251.209.3,172.22.143.39,443,39736,Unkonwn
2024-09-13 10:18:53,172.22.143.39,142.251.209.3,39736,443,Unkonwn
2024-09-13 10:18:53,172.22.143.39,142.251.209.3,39736,443,Unkonwn
2024-09-13 10:18:53,172.22.143.39,142.251.209.3,39736,443,Unkonwn
2024-09-13 10:18:53,172.22.143.39,142.251.209.3,39736,443,Unkonwn
2024-09-13 10:18:53,142.251.209.3,172.22.143.39,443,39736,Unkonwn
2024-09-13 10:18:53,142.251.209.3,172.22.143.39,443,39736,Unkonwn
2024-09-13 10:18:53,142.251.209.3,172.22.143.39,443,39736,Unkonwn
2024-09-13 10:18:53,142.251.209.3,172.22.143.39,443,39736,Unkonwn
2024-09-13 10:18:53,142.251.209.3,172.22.143.39,443,39736,Unkonwn
2024-09-13 10:18:53,172.22.143.39,142.251.209.3,39736,443,Unkonwn
2024-09-13 10:18:53,142.251.209.3,172.22.143.39,443,39736,Unkonwn
2024-09-13 10:18:53,172.22.143.39,142.251.209.3,39736,443,Unkonwn
2024-09-13 10:18:53,142.251.209.3,172.22.143.39,443,39736,Unkonwn
2024-09-13 10:18:53,172.22.143.39,142.251.209.3,39736,443,Unkonwn
2024-09-13 10:18:53,172.22.143.39,142.251.209.3,39736,443,Unkonwn
2024-09-13 10:18:53,172.22.143.39,142.251.209.3,39736,443,Unkonwn
2024-09-13 10:18:53,142.251.209.3,172.22.143.39,443,39736,Unkonwn
2024-09-13 10:18:54,172.22.143.39,142.250.180.131,55194,443,Unkonwn
2024-09-13 10:18:54,142.250.180.131,172.22.143.39,443,55194,Unkonwn
2024-09-13 10:18:54,172.22.143.39,142.250.180.131,55194,443,Unkonwn
2024-09-13 10:18:54,172.22.143.39,142.250.180.131,55194,443,Unkonwn
2024-09-13 10:18:54,172.22.143.39,142.250.180.131,55194,443,Unkonwn
2024-09-13 10:18:54,142.250.180.131,172.22.143.39,443,55194,Unkonwn
2024-09-13 10:18:54,142.250.180.131,172.22.143.39,443,55194,Unkonwn
2024-09-13 10:18:54,142.250.180.131,172.22.143.39,443,55194,Unkonwn
2024-09-13 10:18:54,142.250.180.131,172.22.143.39,443,55194,Unkonwn
2024-09-13 10:18:54,172.22.143.39,142.250.180.131,55194,443,Unkonwn
2024-09-13 10:18:54,142.250.180.131,172.22.143.39,443,55194,Unkonwn
2024-09-13 10:18:54,172.22.143.39,142.250.180.131,55194,443,Unkonwn
2024-09-13 10:18:54,142.250.180.131,172.22.143.39,443,55194,Unkonwn
2024-09-13 10:18:54,172.22.143.39,142.250.180.131,55194,443,Unkonwn
2024-09-13 10:18:54,172.22.143.39,142.250.180.131,55194,443,Unkonwn
2024-09-13 10:18:54,172.22.143.39,142.250.180.131,55194,443,Unkonwn
2024-09-13 10:18:54,142.250.180.131,172.22.143.39,443,55194,Unkonwn
2024-09-13 10:18:54,142.250.180.131,172.22.143.39,443,55194,Unkonwn
2024-09-13 10:18:54,172.22.143.39,160.80.11.243,60140,80,Unkonwn
2024-09-13 10:18:54,160.80.11.243,172.22.143.39,80,60140,Unkonwn
2024-09-13 10:18:54,160.80.11.243,172.22.143.39,80,60140,Unkonwn
2024-09-13 10:18:54,172.22.143.39,160.80.11.243,60140,80,Unkonwn
2024-09-13 10:18:55,172.22.143.39,160.80.11.243,60130,80,b'www.informatica.uniroma2.it'
2024-09-13 10:18:55,172.22.143.39,160.80.11.243,60130,80,b'www.informatica.uniroma2.it'
2024-09-13 10:18:55,160.80.11.243,172.22.143.39,80,60130,Unkonwn
2024-09-13 10:18:55,160.80.11.243,172.22.143.39,80,60130,Unkonwn
2024-09-13 10:18:55,160.80.11.243,172.22.143.39,80,60130,Unkonwn
2024-09-13 10:18:55,172.22.143.39,160.80.11.243,60130,80,Unkonwn
2024-09-13 10:18:55,160.80.11.243,172.22.143.39,80,60130,Unkonwn
2024-09-13 10:18:55,172.22.143.39,160.80.11.243,60130,80,Unkonwn
2024-09-13 10:18:55,20.111.1.3,172.22.143.39,443,56562,Unkonwn
2024-09-13 10:18:55,172.22.143.39,20.111.1.3,56562,443,Unkonwn
2024-09-13 10:18:57,172.22.143.39,52.168.117.175,37274,443,Unkonwn
2024-09-13 10:18:57,172.22.143.39,52.168.117.175,37274,443,Unkonwn
2024-09-13 10:18:57,52.168.117.175,172.22.143.39,443,37274,Unkonwn
2024-09-13 10:18:57,52.168.117.175,172.22.143.39,443,37274,Unkonwn
2024-09-13 10:18:57,172.22.143.39,52.168.117.175,37274,443,Unkonwn
2024-09-13 10:18:59,52.168.117.175,172.22.143.39,443,37274,Unkonwn
2024-09-13 10:18:59,172.22.143.39,52.168.117.175,37274,443,Unkonwn
2024-09-13 10:18:59,172.22.143.39,52.168.117.175,37274,443,Unkonwn
2024-09-13 10:18:59,52.168.117.175,172.22.143.39,443,37274,Unkonwn
2024-09-13 10:19:02,172.22.143.39,20.111.1.3,56562,443,Unkonwn
2024-09-13 10:19:02,20.111.1.3,172.22.143.39,443,56562,Unkonwn
2024-09-13 10:19:02,172.22.143.39,20.111.1.3,47442,443,Unkonwn
2024-09-13 10:19:02,20.111.1.3,172.22.143.39,443,47442,Unkonwn
2024-09-13 10:19:02,172.22.143.39,20.111.1.3,47442,443,Unkonwn
2024-09-13 10:19:02,172.22.143.39,20.111.1.3,47442,443,Unkonwn
2024-09-13 10:19:02,20.111.1.3,172.22.143.39,443,47442,Unkonwn
2024-09-13 10:19:02,20.111.1.3,172.22.143.39,443,47442,Unkonwn
2024-09-13 10:19:02,172.22.143.39,20.111.1.3,47442,443,Unkonwn
2024-09-13 10:19:02,172.22.143.39,20.111.1.3,47442,443,Unkonwn
2024-09-13 10:19:02,20.111.1.3,172.22.143.39,443,47442,Unkonwn
2024-09-13 10:19:02,172.22.143.39,20.111.1.3,47442,443,Unkonwn
2024-09-13 10:19:02,172.22.143.39,20.111.1.3,47442,443,Unkonwn
2024-09-13 10:19:02,172.22.143.39,20.111.1.3,47442,443,Unkonwn
2024-09-13 10:19:02,20.111.1.3,172.22.143.39,443,47442,Unkonwn
2024-09-13 10:19:02,20.111.1.3,172.22.143.39,443,47442,Unkonwn
2024-09-13 10:19:02,20.111.1.3,172.22.143.39,443,47442,Unkonwn
2024-09-13 10:19:02,172.22.143.39,20.111.1.3,47442,443,Unkonwn
2024-09-13 10:19:04,172.22.143.39,52.168.117.175,37274,443,Unkonwn
2024-09-13 10:19:04,172.22.143.39,52.168.117.175,37274,443,Unkonwn
2024-09-13 10:19:04,52.168.117.175,172.22.143.39,443,37274,Unkonwn
2024-09-13 10:19:04,52.168.117.175,172.22.143.39,443,37274,Unkonwn
2024-09-13 10:19:04,172.22.143.39,52.168.117.175,37274,443,Unkonwn
2024-09-13 10:19:05,52.168.117.175,172.22.143.39,443,37274,Unkonwn
2024-09-13 10:19:05,172.22.143.39,52.168.117.175,37274,443,Unkonwn
2024-09-13 10:19:05,172.22.143.39,52.168.117.175,37274,443,Unkonwn
2024-09-13 10:19:05,52.168.117.175,172.22.143.39,443,37274,Unkonwn
2024-09-13 10:19:05,172.22.143.39,160.80.11.243,60130,80,Unkonwn
2024-09-13 10:19:05,160.80.11.243,172.22.143.39,80,60130,Unkonwn
Data,IP Sorgente,IP Destinazione,Porta Sorgente,Porta Destinazione,Host,Dettagli
2024-09-13 10:20:11,172.22.143.39,52.168.117.175,37274,443,Unkonwn
2024-09-13 10:20:11,172.22.143.39,52.168.117.175,37274,443,Unkonwn
2024-09-13 10:20:11,52.168.117.175,172.22.143.39,443,37274,Unkonwn
2024-09-13 10:20:11,52.168.117.175,172.22.143.39,443,37274,Unkonwn
2024-09-13 10:20:11,172.22.143.39,52.168.117.175,37274,443,Unkonwn
2024-09-13 10:20:11,172.22.143.39,20.189.173.24,35166,443,Unkonwn
2024-09-13 10:20:12,20.189.173.24,172.22.143.39,443,35166,Unkonwn
2024-09-13 10:20:12,172.22.143.39,20.189.173.24,35166,443,Unkonwn
2024-09-13 10:20:12,172.22.143.39,20.189.173.24,35166,443,Unkonwn
2024-09-13 10:20:12,20.189.173.24,172.22.143.39,443,35166,Unkonwn
2024-09-13 10:20:12,172.22.143.39,20.189.173.24,35166,443,Unkonwn
2024-09-13 10:20:12,172.22.143.39,20.189.173.24,35166,443,Unkonwn
2024-09-13 10:20:12,20.189.173.24,172.22.143.39,443,35166,Unkonwn
2024-09-13 10:20:12,172.22.143.39,20.189.173.24,35166,443,Unkonwn
2024-09-13 10:20:12,172.22.143.39,20.189.173.24,35166,443,Unkonwn
2024-09-13 10:20:12,172.22.143.39,20.189.173.24,35166,443,Unkonwn
2024-09-13 10:20:12,172.22.143.39,20.189.173.24,35166,443,Unkonwn
2024-09-13 10:20:12,20.189.173.24,172.22.143.39,443,35166,Unkonwn
2024-09-13 10:20:12,20.189.173.24,172.22.143.39,443,35166,Unkonwn
2024-09-13 10:20:12,20.189.173.24,172.22.143.39,443,35166,Unkonwn
2024-09-13 10:20:12,172.22.143.39,20.189.173.24,35166,443,Unkonwn
2024-09-13 10:20:14,172.22.143.39,20.189.173.24,35166,443,Unkonwn
2024-09-13 10:20:14,20.189.173.24,172.22.143.39,443,35166,Unkonwn
2024-09-13 10:20:14,172.22.143.39,160.80.11.243,35624,80,Unkonwn
2024-09-13 10:20:14,160.80.11.243,172.22.143.39,80,35624,Unkonwn
2024-09-13 10:20:14,172.22.143.39,160.80.11.243,35624,80,Unkonwn
2024-09-13 10:20:15,172.22.143.39,20.189.173.24,35166,443,Unkonwn
2024-09-13 10:20:15,20.189.173.24,172.22.143.39,443,35166,Unkonwn
2024-09-13 10:20:15,172.22.143.39,160.80.11.243,35624,80,b'www.informatica.uniroma2.it'
2024-09-13 10:20:16,172.22.143.39,160.80.11.243,35624,80,b'www.informatica.uniroma2.it'
2024-09-13 10:20:16,160.80.11.243,172.22.143.39,80,35624,Unkonwn
2024-09-13 10:20:16,160.80.11.243,172.22.143.39,80,35624,Unkonwn
2024-09-13 10:20:16,160.80.11.243,172.22.143.39,80,35624,Unkonwn
2024-09-13 10:20:16,172.22.143.39,160.80.11.243,35624,80,Unkonwn
2024-09-13 10:20:16,160.80.11.243,172.22.143.39,80,35624,Unkonwn
2024-09-13 10:20:16,172.22.143.39,160.80.11.243,35624,80,Unkonwn
2024-09-13 10:20:16,160.80.11.243,172.22.143.39,80,35624,Unkonwn
2024-09-13 10:20:16,172.22.143.39,160.80.11.243,35624,80,Unkonwn
2024-09-13 10:20:16,160.80.11.243,172.22.143.39,80,35624,Unkonwn
2024-09-13 10:20:16,172.22.143.39,160.80.11.243,35624,80,Unkonwn
2024-09-13 10:20:16,172.22.143.39,20.189.173.24,35166,443,Unkonwn
2024-09-13 10:20:16,20.189.173.24,172.22.143.39,443,35166,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.251.209.3,39730,443,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.251.209.3,39730,443,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.251.209.3,39730,443,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.251.209.3,39730,443,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.250.180.132,33874,443,Unkonwn
2024-09-13 10:20:17,142.251.209.3,172.22.143.39,443,39730,Unkonwn
2024-09-13 10:20:17,142.251.209.3,172.22.143.39,443,39730,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.251.209.3,39730,443,Unkonwn
2024-09-13 10:20:17,142.251.209.3,172.22.143.39,443,39730,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.251.209.3,39730,443,Unkonwn
2024-09-13 10:20:17,142.251.209.3,172.22.143.39,443,39730,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.251.209.3,39730,443,Unkonwn
2024-09-13 10:20:17,142.251.209.3,172.22.143.39,443,39730,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.251.209.3,39730,443,Unkonwn
2024-09-13 10:20:17,142.251.209.3,172.22.143.39,443,39730,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.251.209.3,39730,443,Unkonwn
2024-09-13 10:20:17,142.251.209.3,172.22.143.39,443,39730,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.251.209.3,39730,443,Unkonwn
2024-09-13 10:20:17,142.251.209.3,172.22.143.39,443,39730,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.251.209.3,39730,443,Unkonwn
2024-09-13 10:20:17,142.251.209.3,172.22.143.39,443,39730,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.251.209.3,39730,443,Unkonwn
2024-09-13 10:20:17,142.251.209.3,172.22.143.39,443,39730,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.251.209.3,39730,443,Unkonwn
2024-09-13 10:20:17,142.251.209.3,172.22.143.39,443,39730,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.251.209.3,39730,443,Unkonwn
2024-09-13 10:20:17,142.251.209.3,172.22.143.39,443,39730,Unkonwn
2024-09-13 10:20:17,142.250.180.132,172.22.143.39,443,33874,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.250.180.132,33874,443,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.250.180.132,33874,443,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.250.180.132,33874,443,Unkonwn
2024-09-13 10:20:17,142.251.209.3,172.22.143.39,443,39730,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.251.209.3,39730,443,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.251.209.3,39730,443,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.250.180.132,33874,443,Unkonwn
2024-09-13 10:20:17,142.250.180.132,172.22.143.39,443,33874,Unkonwn
2024-09-13 10:20:17,142.250.180.132,172.22.143.39,443,33874,Unkonwn
2024-09-13 10:20:17,142.250.180.132,172.22.143.39,443,33874,Unkonwn
2024-09-13 10:20:17,142.251.209.3,172.22.143.39,443,39730,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.251.209.3,39730,443,Unkonwn
2024-09-13 10:20:17,142.251.209.3,172.22.143.39,443,39730,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.251.209.3,39730,443,Unkonwn
2024-09-13 10:20:17,142.250.180.132,172.22.143.39,443,33874,Unkonwn
2024-09-13 10:20:17,142.250.180.132,172.22.143.39,443,33874,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.250.180.132,33874,443,Unkonwn
2024-09-13 10:20:17,142.250.180.132,172.22.143.39,443,33874,Unkonwn
2024-09-13 10:20:17,142.251.209.3,172.22.143.39,443,39730,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.250.180.132,33874,443,Unkonwn
2024-09-13 10:20:17,142.250.180.132,172.22.143.39,443,33874,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.250.180.132,33874,443,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.250.180.132,33874,443,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.250.180.132,33874,443,Unkonwn
2024-09-13 10:20:17,142.251.209.3,172.22.143.39,443,39730,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.251.209.3,39730,443,Unkonwn
2024-09-13 10:20:17,142.251.209.3,172.22.143.39,443,39730,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.251.209.3,39730,443,Unkonwn
2024-09-13 10:20:17,142.250.180.132,172.22.143.39,443,33874,Unkonwn
2024-09-13 10:20:17,142.251.209.3,172.22.143.39,443,39730,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.251.209.3,39730,443,Unkonwn
2024-09-13 10:20:17,142.251.209.3,172.22.143.39,443,39730,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.251.209.3,39730,443,Unkonwn
2024-09-13 10:20:17,142.251.209.3,172.22.143.39,443,39730,Unkonwn
2024-09-13 10:20:17,172.22.143.39,142.251.209.3,39730,443,Unkonwn
2024-09-13 10:20:17,172.22.143.39,20.189.173.24,35166,443,Unkonwn
2024-09-13 10:20:17,172.22.143.39,20.189.173.24,35166,443,Unkonwn
2024-09-13 10:20:18,20.189.173.24,172.22.143.39,443,35166,Unkonwn
2024-09-13 10:20:18,20.189.173.24,172.22.143.39,443,35166,Unkonwn
2024-09-13 10:20:18,172.22.143.39,20.189.173.24,35166,443,Unkonwn
2024-09-13 10:20:21,172.22.143.39,20.111.1.3,47442,443,Unkonwn
2024-09-13 10:20:21,20.111.1.3,172.22.143.39,443,47442,Unkonwn
2024-09-13 10:20:21,172.22.143.39,20.111.1.3,47442,443,Unkonwn
2024-09-13 10:20:21,172.22.143.39,216.58.204.142,45792,443,Unkonwn
2024-09-13 10:20:21,216.58.204.142,172.22.143.39,443,45792,Unkonwn
2024-09-13 10:20:21,172.22.143.39,216.58.204.142,45792,443,Unkonwn
2024-09-13 10:20:21,172.22.143.39,216.58.204.142,45792,443,Unkonwn
2024-09-13 10:20:21,172.22.143.39,216.58.204.142,45792,443,Unkonwn
2024-09-13 10:20:21,216.58.204.142,172.22.143.39,443,45792,Unkonwn
2024-09-13 10:20:21,216.58.204.142,172.22.143.39,443,45792,Unkonwn
2024-09-13 10:20:21,216.58.204.142,172.22.143.39,443,45792,Unkonwn
2024-09-13 10:20:21,172.22.143.39,216.58.204.142,45792,443,Unkonwn
2024-09-13 10:20:21,216.58.204.142,172.22.143.39,443,45792,Unkonwn
2024-09-13 10:20:21,172.22.143.39,216.58.204.142,45792,443,Unkonwn
2024-09-13 10:20:21,216.58.204.142,172.22.143.39,443,45792,Unkonwn
2024-09-13 10:20:21,172.22.143.39,216.58.204.142,45792,443,Unkonwn
2024-09-13 10:20:21,172.22.143.39,216.58.204.142,45792,443,Unkonwn
2024-09-13 10:20:21,172.22.143.39,216.58.204.142,45792,443,Unkonwn
2024-09-13 10:20:21,216.58.204.142,172.22.143.39,443,45792,Unkonwn
2024-09-13 10:20:21,172.22.143.39,142.250.180.131,57886,443,Unkonwn
2024-09-13 10:20:21,172.22.143.39,142.251.209.1,55162,443,Unkonwn
2024-09-13 10:20:21,172.22.143.39,142.251.209.3,39730,443,Unkonwn
2024-09-13 10:20:21,172.22.143.39,142.251.209.1,55162,443,Unkonwn
2024-09-13 10:20:21,172.22.143.39,142.251.209.3,39730,443,Unkonwn
2024-09-13 10:20:21,142.250.180.131,172.22.143.39,443,57886,Unkonwn
2024-09-13 10:20:21,172.22.143.39,142.250.180.131,57886,443,Unkonwn
2024-09-13 10:20:21,142.251.209.1,172.22.143.39,443,55162,Unkonwn
2024-09-13 10:20:21,172.22.143.39,142.251.209.1,55162,443,Unkonwn
2024-09-13 10:20:21,142.251.209.1,172.22.143.39,443,55162,Unkonwn
2024-09-13 10:20:21,172.22.143.39,142.251.209.1,55162,443,Unkonwn
2024-09-13 10:20:21,172.22.143.39,142.250.180.131,57886,443,Unkonwn
2024-09-13 10:20:21,172.22.143.39,142.251.209.3,39730,443,Unkonwn
2024-09-13 10:20:21,172.22.143.39,142.251.209.3,39730,443,Unkonwn
2024-09-13 10:20:21,172.22.143.39,142.250.180.131,57886,443,Unkonwn
2024-09-13 10:20:21,142.251.209.1,172.22.143.39,443,55162,Unkonwn
2024-09-13 10:20:21,172.22.143.39,142.251.209.1,55162,443,Unkonwn
2024-09-13 10:20:21,142.251.209.1,172.22.143.39,443,55162,Unkonwn
2024-09-13 10:20:21,172.22.143.39,142.251.209.1,55162,443,Unkonwn
2024-09-13 10:20:21,142.251.209.3,172.22.143.39,443,39730,Unkonwn
2024-09-13 10:20:21,172.22.143.39,216.58.204.131,54568,443,Unkonwn
2024-09-13 10:20:21,172.22.143.39,142.251.209.1,55162,443,Unkonwn
2024-09-13 10:20:21,216.58.204.131,172.22.143.39,443,54568,Unkonwn
2024-09-13 10:20:21,142.251.209.3,172.22.143.39,443,39730,Unkonwn
2024-09-13 10:20:21,142.251.209.1,172.22.143.39,443,55162,Unkonwn
2024-09-13 10:20:21,142.250.180.131,172.22.143.39,443,57886,Unkonwn
2024-09-13 10:20:21,142.250.180.131,172.22.143.39,443,57886,Unkonwn
2024-09-13 10:20:21,142.250.180.131,172.22.143.39,443,57886,Unkonwn
2024-09-13 10:20:21,142.251.209.1,172.22.143.39,443,55162,Unkonwn
2024-09-13 10:20:21,142.250.180.131,172.22.143.39,443,57886,Unkonwn
2024-09-13 10:20:21,172.22.143.39,216.58.204.131,54568,443,Unkonwn
2024-09-13 10:20:21,172.22.143.39,142.250.180.131,57886,443,Unkonwn
2024-09-13 10:20:21,172.22.143.39,142.250.180.131,57886,443,Unkonwn
2024-09-13 10:20:21,172.22.143.39,216.58.204.131,54568,443,Unkonwn
2024-09-13 10:20:21,172.22.143.39,216.58.204.131,54568,443,Unkonwn
2024-09-13 10:20:21,142.250.180.131,172.22.143.39,443,57886,Unkonwn
2024-09-13 10:20:21,142.250.180.131,172.22.143.39,443,57886,Unkonwn
2024-09-13 10:20:21,142.250.180.131,172.22.143.39,443,57886,Unkonwn
2024-09-13 10:20:21,172.22.143.39,142.250.180.131,57886,443,Unkonwn
2024-09-13 10:20:21,142.250.180.131,172.22.143.39,443,57886,Unkonwn
2024-09-13 10:20:21,216.58.204.131,172.22.143.39,443,54568,Unkonwn
2024-09-13 10:20:21,216.58.204.131,172.22.143.39,443,54568,Unkonwn
2024-09-13 10:20:21,216.58.204.131,172.22.143.39,443,54568,Unkonwn
2024-09-13 10:20:21,172.22.143.39,216.58.204.131,54568,443,Unkonwn
2024-09-13 10:20:21,216.58.204.131,172.22.143.39,443,54568,Unkonwn
2024-09-13 10:20:21,172.22.143.39,216.58.204.131,54568,443,Unkonwn
2024-09-13 10:20:21,216.58.204.131,172.22.143.39,443,54568,Unkonwn
2024-09-13 10:20:21,172.22.143.39,216.58.204.131,54568,443,Unkonwn
2024-09-13 10:20:21,172.22.143.39,216.58.204.131,54568,443,Unkonwn
2024-09-13 10:20:21,172.22.143.39,216.58.204.131,54568,443,Unkonwn
2024-09-13 10:20:21,216.58.204.131,172.22.143.39,443,54568,Unkonwn
Data,IP Sorgente,IP Destinazione,Porta Sorgente,Porta Destinazione,Host
2024-09-13 11:30:19,172.22.143.39,172.67.6.3,44596,443,Unkonwn
2024-09-13 11:30:19,172.22.143.39,172.67.6.3,44596,443,Unkonwn
2024-09-13 11:30:19,172.67.6.3,172.22.143.39,443,44596,Unkonwn
2024-09-13 11:30:19,172.67.6.3,172.22.143.39,443,44596,Unkonwn
2024-09-13 11:30:19,172.67.6.3,172.22.143.39,443,44596,Unkonwn
2024-09-13 11:30:19,172.22.143.39,104.22.26.181,40466,443,Unkonwn
2024-09-13 11:30:19,172.22.143.39,142.251.209.46,42830,443,Unkonwn
2024-09-13 11:30:19,104.22.26.181,172.22.143.39,443,40466,Unkonwn
2024-09-13 11:30:19,172.22.143.39,104.22.26.181,40466,443,Unkonwn
2024-09-13 11:30:19,142.251.209.46,172.22.143.39,443,42830,Unkonwn
2024-09-13 11:30:19,172.22.143.39,142.251.209.46,42830,443,Unkonwn
2024-09-13 11:30:19,172.22.143.39,104.22.26.181,40466,443,Unkonwn
2024-09-13 11:30:19,172.22.143.39,142.251.209.46,42830,443,Unkonwn
2024-09-13 11:30:19,172.22.143.39,142.251.209.46,42830,443,Unkonwn
2024-09-13 11:30:19,172.22.143.39,142.251.209.46,42830,443,Unkonwn
2024-09-13 11:30:19,142.251.209.46,172.22.143.39,443,42830,Unkonwn
2024-09-13 11:30:19,142.251.209.46,172.22.143.39,443,42830,Unkonwn
2024-09-13 11:30:19,142.251.209.46,172.22.143.39,443,42830,Unkonwn
2024-09-13 11:30:19,104.22.26.181,172.22.143.39,443,40466,Unkonwn
2024-09-13 11:30:19,104.22.26.181,172.22.143.39,443,40466,Unkonwn
2024-09-13 11:30:19,172.22.143.39,104.22.26.181,40466,443,Unkonwn
2024-09-13 11:30:19,104.22.26.181,172.22.143.39,443,40466,Unkonwn
2024-09-13 11:30:19,172.22.143.39,104.22.26.181,40466,443,Unkonwn
2024-09-13 11:30:19,172.22.143.39,104.22.26.181,40466,443,Unkonwn
2024-09-13 11:30:19,172.22.143.39,104.22.26.181,40466,443,Unkonwn
2024-09-13 11:30:19,142.251.209.46,172.22.143.39,443,42830,Unkonwn
2024-09-13 11:30:19,142.251.209.46,172.22.143.39,443,42830,Unkonwn
2024-09-13 11:30:19,172.22.143.39,142.251.209.46,42830,443,Unkonwn
2024-09-13 11:30:19,142.251.209.46,172.22.143.39,443,42830,Unkonwn
2024-09-13 11:30:19,172.22.143.39,142.251.209.46,42830,443,Unkonwn
2024-09-13 11:30:19,142.251.209.46,172.22.143.39,443,42830,Unkonwn
2024-09-13 11:30:19,172.22.143.39,142.251.209.46,42830,443,Unkonwn
2024-09-13 11:30:19,172.22.143.39,142.251.209.46,42830,443,Unkonwn
2024-09-13 11:30:19,172.22.143.39,142.251.209.46,42830,443,Unkonwn
2024-09-13 11:30:19,142.251.209.46,172.22.143.39,443,42830,Unkonwn
2024-09-13 11:30:19,104.22.26.181,172.22.143.39,443,40466,Unkonwn
2024-09-13 11:30:19,104.22.26.181,172.22.143.39,443,40466,Unkonwn
2024-09-13 11:30:19,172.22.143.39,104.22.26.181,40466,443,Unkonwn
2024-09-13 11:30:19,104.22.26.181,172.22.143.39,443,40466,Unkonwn
2024-09-13 11:30:19,172.67.6.3,172.22.143.39,443,44596,Unkonwn
2024-09-13 11:30:19,172.22.143.39,172.67.6.3,44596,443,Unkonwn
2024-09-13 11:30:19,172.67.6.3,172.22.143.39,443,44596,Unkonwn
2024-09-13 11:30:19,172.22.143.39,172.67.6.3,44596,443,Unkonwn
2024-09-13 11:30:19,172.67.6.3,172.22.143.39,443,44596,Unkonwn
2024-09-13 11:30:19,172.22.143.39,172.67.6.3,44596,443,Unkonwn
2024-09-13 11:30:19,172.67.6.3,172.22.143.39,443,44596,Unkonwn
2024-09-13 11:30:19,172.22.143.39,172.67.6.3,44596,443,Unkonwn
